Id,GPA,Gender,breakfast,calories_chicken,calories_day,calories_scone,coffee,comfort_food_reasons_coded,cook,comfort_food_reasons_coded.1,cuisine,diet_current_coded,drink,eating_changes_coded,eating_changes_coded1,eating_out,employment,ethnic_food,exercise,father_education,fav_cuisine_coded,fav_food,fries,fruit_day,grade_level,greek_food,healthy_feeling,ideal_diet_coded,income,indian_food,italian_food,life_rewarding,marital_status,mother_education,nutritional_check,on_off_campus,parents_cook,pay_meal_out,persian_food,self_perception_weight,soup,sports,thai_food,tortilla_calories,turkey_calories,veggies_day,vitamins,waffle_calories
3590,3.06888126,1,2,683,2,644,1,4,2,1,7,2,1,3,7,4,3,3,8,2,9,4,8,3,3,3,5,9,3,9,4,3,2,7,2,7,6,2,3,7,2,2,2,138,828,5,2,486
3591,1.956438717,2,2,657,4,569,2,1,3,7,6,3,1,5,1,4,8,8,4,5,2,6,8,6,4,3,5,6,3,9,4,8,6,3,4,7,9,7,7,1,2,1,1,985,626,3,2,524
3592,3.937714953,1,1,784,2,409,2,4,5,2,6,8,1,1,5,9,7,6,3,5,5,4,7,6,5,1,7,3,2,8,4,5,8,1,1,2,1,8,6,4,1,1,2,512,812,4,2,497
3593,3.215925843,2,2,493,4,654,1,3,3,8,1,4,1,5,2,7,1,1,8,8,6,8,6,2,5,2,4,5,4,3,6,7,9,9,2,8,1,4,8,4,1,2,2,1322,756,5,1,1310
3594,2.151928725,2,2,601,3,644,1,4,2,2,9,5,2,7,2,1,1,7,3,3,7,7,4,8,3,3,4,7,8,5,9,8,4,6,4,9,1,2,3,1,2,2,2,1319,580,1,1,1102
3595,2.63462647,1,1,593,4,876,1,3,4,2,5,4,2,2,1,1,1,1,9,4,2,1,4,2,4,5,6,9,6,3,4,8,8,1,1,7,2,9,6,4,2,2,1,517,643,5,1,544
3596,1.927000469,1,1,778,2,325,2,2,1,4,5,3,1,9,6,9,9,3,1,5,2,9,1,3,1,5,5,7,8,5,7,8,2,5,3,5,6,9,4,8,2,2,2,953,779,2,1,893
3597,1.093031664,2,1,526,4,374,1,1,1,9,1,7,1,3,3,5,6,5,4,4,3,5,9,2,8,6,6,4,2,2,9,2,3,2,8,5,1,5,3,6,2,2,2,466,439,3,2,887
3598,3.021615394,2,1,664,2,826,1,3,4,8,7,7,1,3,2,8,4,8,6,7,1,7,6,8,1,9,4,7,5,7,7,9,8,8,6,9,9,6,2,2,1,2,1,283,708,2,1,1144
3599,2.388326096,2,1,634,4,726,1,1,4,3,7,7,1,5,5,7,7,8,2,1,4,4,7,4,9,4,9,9,2,6,7,7,9,3,5,9,9,5,6,2,2,2,1,1256,613,1,2,529
3600,1.992717275,1,2,504,3,726,2,5,3,5,5,6,2,7,5,8,6,9,8,6,9,5,2,7,8,7,1,7,5,2,4,5,1,9,9,3,4,9,2,5,2,1,1,1421,368,5,2,889
3601,2.20672597,2,1,778,2,327,1,2,1,5,9,1,1,2,4,7,1,6,5,2,9,4,8,1,2,4,4,9,2,9,2,9,5,2,8,1,2,2,3,2,2,2,1,953,274,5,2,1056
3602,3.015303273,1,2,416,2,657,2,3,5,6,6,3,1,1,8,9,2,1,4,8,4,3,7,1,6,1,6,9,4,6,9,7,4,7,7,8,1,7,3,6,2,1,2,202,488,5,1,1298
3603,2.187249268,1,1,566,2,715,2,2,5,9,3,8,1,8,4,8,8,4,7,5,3,2,1,8,2,9,9,9,2,6,3,6,8,3,5,6,2,6,4,6,1,2,2,168,650,1,1,942
3604,3.736589827,2,1,783,4,591,1,3,3,6,7,4,1,3,1,3,8,8,4,3,3,6,7,1,3,5,1,1,1,1,8,6,7,3,8,9,9,5,5,5,2,1,2,1131,336,5,1,764
3605,1.764821357,1,2,680,4,751,1,5,4,1,8,4,2,7,2,1,6,6,4,3,7,9,2,3,8,1,8,5,6,7,3,4,9,2,1,9,6,8,1,1,1,1,2,1308,576,3,2,788
3606,3.446983517,2,1,513,2,824,2,4,5,7,9,8,2,7,9,2,2,8,8,2,9,6,8,6,5,4,1,7,5,1,6,4,3,1,7,3,1,8,7,5,2,2,1,801,794,4,2,923
3607,2.754828007,2,2,464,2,652,1,2,1,5,4,4,2,8,4,6,4,1,1,4,4,3,3,6,7,7,9,9,5,3,3,3,5,3,7,8,3,5,6,6,1,1,2,319,327,3,1,1235
3608,2.964261501,1,1,553,2,344,2,2,2,5,7,4,1,8,1,4,6,7,4,9,8,7,7,8,5,2,4,9,3,1,8,1,7,1,1,4,1,5,4,2,2,1,2,1186,870,2,1,547
3609,3.272547781,1,2,512,2,681,2,3,2,4,1,2,2,3,6,8,6,1,9,3,4,6,9,9,1,8,7,9,2,7,1,4,9,1,1,7,3,4,4,2,2,1,2,609,739,3,1,1106
3610,3.697044447,1,1,621,2,800,2,3,1,8,8,1,1,4,4,3,6,8,7,9,1,9,9,7,6,6,8,4,1,4,8,7,2,2,5,3,6,4,6,2,2,2,2,989,582,2,2,713
3611,1.332958715,1,2,721,4,595,1,1,4,4,3,5,1,5,6,3,8,7,2,6,3,6,6,2,5,3,6,2,2,3,3,6,5,6,7,6,8,3,3,6,2,1,1,1027,299,1,1,610
3612,1.310262652,1,2,465,3,701,1,2,4,3,7,7,2,5,9,1,1,2,6,6,8,1,7,7,7,2,7,6,3,5,2,7,7,5,2,1,3,8,8,8,1,2,1,1276,475,3,1,680
3613,2.659131818,1,2,579,3,365,2,3,5,9,3,8,2,4,1,8,6,1,9,8,2,6,9,3,5,3,7,9,7,9,8,5,2,1,6,3,3,3,9,4,1,2,1,1308,312,2,1,987
3614,3.750468316,1,2,470,4,682,1,4,3,4,7,7,1,3,3,1,7,7,8,5,1,5,5,1,2,4,2,6,9,5,9,6,7,1,5,3,9,7,4,4,2,2,2,222,400,1,1,895
3615,3.67965456,1,2,523,3,748,1,2,5,6,1,3,2,5,5,6,5,9,9,7,6,4,5,9,1,1,3,8,1,2,5,8,5,7,6,2,9,4,2,4,2,2,1,431,852,1,1,497
3616,3.036832202,1,1,530,3,874,2,5,5,5,8,4,2,5,8,8,2,4,2,7,1,3,4,5,3,2,5,3,2,7,6,4,2,8,8,9,1,9,8,1,2,1,1,430,801,4,1,645
3617,1.689441439,1,1,566,2,469,1,2,2,8,1,8,2,3,7,6,2,9,7,7,4,6,8,1,9,9,9,9,3,1,7,5,9,2,4,7,7,6,9,4,2,1,2,1368,526,5,1,1139
3618,2.292731455,1,2,745,2,788,1,3,3,4,7,3,1,3,2,7,2,2,4,7,8,1,1,5,8,3,6,4,7,2,8,4,1,3,3,3,1,6,3,4,2,1,2,326,555,4,2,1171
3619,1.666042231,1,1,760,4,547,1,4,1,2,2,6,2,4,4,6,1,6,2,7,2,7,5,2,4,7,1,9,1,4,4,4,5,2,5,4,8,8,6,9,2,1,1,1401,393,5,2,822
3620,3.867011289,2,2,726,3,870,2,4,3,5,8,3,2,6,5,9,5,4,1,2,1,8,7,5,7,1,6,5,4,4,4,7,9,6,7,6,6,2,6,9,2,2,1,463,698,1,1,968
3621,1.461696839,1,2,405,2,480,1,3,4,6,9,3,2,6,5,3,4,8,5,2,4,8,7,9,3,7,1,9,7,9,4,4,2,9,8,1,3,9,9,9,2,2,2,165,598,2,1,1248
3622,3.712191708,1,1,612,2,791,1,3,5,9,9,3,2,4,3,5,6,1,7,8,3,4,9,1,4,7,4,1,3,8,5,4,4,5,8,3,4,6,2,7,1,1,1,268,638,1,2,546
3623,3.431699618,2,2,610,2,679,1,1,3,5,1,8,1,1,1,2,5,9,8,5,4,4,6,6,7,8,8,5,4,4,6,4,3,5,2,2,3,1,8,9,1,2,1,524,778,5,1,1240
3624,1.750385532,2,2,746,4,707,1,3,1,2,8,5,2,7,1,4,5,9,7,5,2,9,9,6,1,8,6,7,1,9,3,7,7,3,5,3,8,1,6,3,2,1,1,491,781,3,2,894
3625,2.862892628,1,2,481,3,711,2,4,3,9,6,1,2,9,5,3,3,3,9,8,2,5,9,9,8,4,1,1,9,2,9,3,4,4,8,4,6,3,5,9,1,2,2,993,759,5,1,519
3626,3.659307218,1,2,717,3,833,1,1,4,4,8,4,1,1,7,9,5,3,6,4,6,9,5,1,1,6,9,7,8,2,1,1,2,2,7,1,8,7,4,4,2,1,2,842,841,4,2,1016
3627,2.278250334,2,2,492,3,372,1,2,3,7,5,3,1,8,3,3,1,3,3,8,3,9,5,2,4,2,1,1,7,3,3,8,4,8,7,7,7,9,8,1,2,2,1,1119,334,3,2,984
3628,1.557586823,1,1,428,4,720,2,1,1,1,7,8,2,2,3,6,2,9,1,7,1,9,9,1,8,7,4,7,5,6,4,2,8,3,8,5,1,1,3,1,1,2,1,857,478,5,2,848
3629,2.613607953,2,2,602,3,843,2,3,5,8,2,8,2,9,6,2,7,6,8,7,7,5,7,5,3,5,4,9,4,6,1,6,6,7,1,9,8,4,4,7,2,2,1,925,727,3,1,929
3630,2.785501216,1,1,757,2,853,1,2,2,9,7,7,2,2,7,5,5,3,6,7,3,6,7,8,6,5,2,1,4,4,6,3,2,9,8,6,3,7,7,7,2,2,2,1256,851,4,2,631
3631,1.944533293,1,1,467,2,369,1,4,5,9,8,7,2,7,7,8,1,9,1,9,2,7,4,4,8,3,8,2,8,2,7,3,6,6,3,2,5,9,2,7,2,2,2,783,832,4,1,908
3632,3.334469296,2,1,484,4,466,2,3,4,9,3,5,1,7,1,3,3,6,6,8,4,9,3,9,6,3,4,6,3,9,3,1,9,8,1,6,3,6,4,6,1,1,2,154,478,1,2,526
3633,2.39561319,1,2,675,3,556,2,5,2,1,3,2,1,5,7,6,1,6,7,6,6,9,1,9,3,1,2,4,8,7,2,7,1,5,7,4,4,5,3,2,2,1,1,678,709,2,1,521
3634,1.106178383,1,1,626,2,643,1,2,3,4,2,4,1,4,9,4,1,5,3,1,7,3,8,9,7,3,8,9,8,5,8,4,5,3,4,5,8,3,8,4,1,2,2,729,613,5,1,669
3635,2.541127409,2,1,675,4,517,2,4,3,5,2,4,1,1,4,2,9,9,6,8,4,9,1,9,2,5,3,9,5,2,5,9,7,7,2,9,8,3,2,9,2,1,2,166,467,4,2,861
3636,3.849675876,2,2,572,4,834,1,5,4,2,9,4,2,2,4,2,9,6,1,2,7,4,5,3,2,8,6,2,2,7,6,3,4,2,1,8,1,7,4,4,1,1,1,504,475,3,1,837
3637,1.450608554,1,1,765,3,756,2,2,3,9,1,6,1,3,6,9,9,7,8,5,2,9,4,4,8,3,6,1,2,4,5,6,7,3,7,5,7,7,5,8,1,1,2,1029,725,5,2,839
3638,1.956983425,1,2,792,3,354,1,2,1,6,2,5,1,7,5,3,7,9,2,8,4,1,4,8,9,3,7,9,2,4,5,9,2,3,2,3,1,6,6,9,1,2,2,1028,432,2,1,1276
3639,2.365949302,1,1,746,2,635,2,5,2,9,2,7,2,5,2,3,8,6,7,6,5,2,1,4,4,4,3,7,5,5,9,6,1,2,1,3,9,9,5,1,2,1,2,1452,738,3,2,995
3640,1.898513486,1,1,536,3,776,2,1,3,2,1,5,1,6,9,4,7,5,9,3,8,1,5,5,4,2,8,1,2,7,9,8,1,1,5,6,7,3,7,3,2,1,1,851,323,2,2,669
3641,1.220820517,1,1,752,3,442,1,5,5,8,4,5,1,9,5,9,5,8,3,4,6,9,8,7,8,5,2,5,5,7,4,5,9,6,3,5,2,8,1,2,1,1,1,1285,793,1,2,1088
3642,1.145688398,1,2,678,4,548,1,1,1,5,2,6,2,3,4,4,8,3,6,7,5,1,8,5,5,2,3,9,2,9,3,2,2,5,3,9,8,8,4,8,2,1,1,936,253,2,1,978
3643,3.45731828,1,2,557,2,843,1,5,4,5,4,3,1,7,4,3,1,7,5,7,9,8,3,2,2,8,4,2,2,8,9,8,5,6,7,8,2,1,4,1,2,1,2,413,542,5,2,850
3644,3.248224639,1,2,542,4,343,1,1,1,5,5,1,1,5,8,9,5,2,1,8,1,8,4,8,9,4,2,9,3,8,2,3,9,7,4,4,1,2,7,7,1,2,1,317,303,1,2,606
3645,2.089140998,2,2,747,4,698,2,5,2,2,9,6,1,4,8,3,5,5,3,6,2,1,1,2,1,7,3,8,2,4,1,3,2,3,1,3,1,7,4,1,2,1,2,1291,822,4,2,1158
3646,2.057439041,2,2,568,3,541,2,5,2,3,1,7,2,2,4,9,7,4,9,1,6,6,3,5,6,3,2,7,1,6,6,3,2,4,7,3,9,8,8,2,2,1,2,1259,566,3,1,1213
3647,1.173452722,1,2,489,3,581,1,1,3,8,5,4,1,4,1,1,5,7,5,3,5,4,7,9,4,6,4,6,7,8,6,1,4,6,2,3,7,9,5,2,2,1,2,1045,689,2,2,757
3648,3.610634613,1,2,622,2,759,2,3,4,7,4,2,2,8,5,9,6,7,4,1,7,4,3,5,7,4,1,2,9,3,4,7,1,7,1,1,9,8,6,9,2,1,1,333,644,4,2,1088
3649,3.833747993,2,2,624,3,311,1,4,4,8,2,7,1,3,9,4,5,8,8,8,3,6,9,3,2,3,6,6,7,7,7,8,8,5,2,3,7,2,8,8,1,2,1,1341,522,5,2,839
3650,3.709072422,2,1,589,4,409,2,1,2,9,1,3,1,4,1,6,1,9,5,3,6,3,4,1,1,2,7,5,7,2,8,5,1,3,5,3,8,1,4,3,2,1,2,1170,364,3,2,780
3651,2.092473421,2,2,485,4,702,1,2,4,6,1,4,1,1,4,1,5,9,9,1,4,1,3,4,9,6,7,2,3,3,1,8,1,8,5,1,6,1,2,9,1,1,1,1240,297,3,2,1209
3652,2.983616007,1,2,739,3,457,1,1,2,3,9,8,1,3,6,6,4,1,4,1,3,5,6,1,6,5,2,1,6,1,9,2,4,4,9,4,2,4,6,4,2,2,2,485,269,2,2,1134
3653,2.003942306,1,1,787,2,399,2,2,3,1,9,8,2,2,2,1,1,1,7,5,7,1,3,5,3,8,9,6,7,8,4,5,9,6,6,3,4,7,7,1,1,1,2,400,270,5,1,484
3654,2.723561803,2,2,662,2,394,2,1,3,5,5,4,2,7,3,4,2,1,4,2,9,7,9,9,5,5,8,8,9,4,9,9,9,7,5,6,9,4,9,3,1,1,1,1152,840,2,1,823
3655,3.980379977,1,1,619,3,580,1,3,1,2,2,5,2,1,9,6,9,2,2,6,8,9,3,4,6,7,7,8,5,9,9,8,3,7,6,2,6,5,9,4,2,2,1,1020,692,2,2,1275
3656,3.451261254,1,2,505,4,826,1,2,3,8,5,1,1,8,9,7,4,8,8,6,8,6,6,6,1,3,7,4,5,6,1,4,8,3,3,9,3,4,5,7,2,1,2,1470,395,3,1,1107
3657,2.803305674,2,2,796,2,462,2,4,2,2,6,1,2,9,1,1,1,3,6,4,1,3,9,8,8,5,4,2,6,6,3,2,3,4,3,3,5,6,3,4,2,1,2,784,379,5,2,1208
3658,3.405080832,2,1,564,2,700,2,5,5,3,2,5,1,4,8,6,6,8,9,1,4,2,6,3,6,9,4,6,4,8,7,6,1,6,8,7,4,7,5,4,1,1,1,283,388,4,1,1376
3659,3.661156211,1,2,775,4,651,1,1,5,3,6,7,2,8,2,2,6,9,9,8,2,9,3,8,7,7,9,6,2,4,3,5,7,7,6,7,2,6,3,9,1,1,2,1245,332,3,2,1140
3660,1.433678617,2,1,709,4,875,1,3,4,5,5,1,1,8,6,2,7,2,1,6,3,2,5,4,8,8,5,1,3,5,9,2,8,9,5,1,5,1,1,7,1,1,1,1250,301,4,1,1376
3661,3.871963173,2,2,775,3,542,2,2,1,2,5,2,1,7,5,4,2,7,6,2,9,6,4,8,5,4,1,8,7,3,2,1,4,4,3,7,4,2,3,6,1,2,1,336,589,5,2,1216
3662,3.843766584,1,1,689,3,894,2,3,3,5,4,5,2,4,2,6,6,5,2,7,5,8,5,9,2,3,2,8,4,9,7,8,6,8,2,2,9,3,5,6,1,2,1,1146,722,4,2,1174
3663,3.268940652,1,1,794,3,838,1,3,3,1,4,7,2,1,7,6,9,5,5,2,9,5,4,7,2,5,2,4,8,1,2,8,4,2,6,5,6,2,1,4,1,2,1,1487,896,5,1,851
3664,2.100663559,1,1,487,4,313,2,4,5,7,6,2,1,2,6,4,2,5,8,4,3,9,5,3,9,4,8,1,9,5,3,7,3,5,5,3,2,4,1,2,2,1,2,734,403,1,1,1123
3665,3.244209461,1,2,532,4,416,2,2,3,7,9,4,2,4,8,8,7,4,5,1,1,6,1,2,3,4,7,6,1,1,2,4,7,5,4,8,7,1,4,9,2,1,1,782,753,2,2,1347
3666,3.881588554,2,2,620,3,387,2,1,4,2,3,8,2,4,2,8,1,7,3,8,6,6,7,6,5,9,6,7,8,7,3,3,8,8,4,2,1,3,2,8,1,2,2,284,341,1,2,931
3667,3.532367048,1,1,483,2,395,2,5,3,1,3,8,2,4,9,2,1,7,5,2,7,3,9,9,3,9,7,3,1,4,9,9,3,5,3,5,1,6,5,4,2,1,1,989,596,5,1,608
3668,3.790129514,2,2,666,3,763,2,2,3,2,6,4,1,4,9,1,8,9,3,9,2,1,6,2,9,8,2,4,7,4,8,9,4,5,6,1,7,7,2,7,2,1,1,360,842,5,1,689
3669,2.23950896,2,2,764,2,759,2,1,4,4,1,2,2,9,4,2,4,2,6,8,2,2,8,1,3,7,4,1,6,6,5,6,1,2,6,4,3,7,9,2,2,2,1,1287,767,5,1,789
3670,2.136469991,2,1,740,4,780,2,5,4,5,4,5,1,5,9,7,1,3,1,2,2,3,6,5,1,7,3,3,4,4,5,3,4,6,4,8,7,3,6,8,1,1,1,1382,419,1,2,1228
3671,2.58787835,1,2,439,2,338,2,4,4,7,5,2,2,8,4,9,7,7,9,5,8,8,7,6,8,4,8,9,6,6,7,2,5,9,5,6,2,6,5,6,2,1,2,719,634,3,2,975
3672,3.254814631,1,2,660,4,816,1,3,3,6,7,4,2,1,1,7,7,9,9,5,4,2,8,2,3,2,7,8,1,5,9,5,5,5,6,8,3,8,9,1,2,1,1,198,758,2,1,1258
3673,3.362385869,1,1,753,2,622,2,3,2,1,4,6,2,1,7,7,4,5,3,3,1,4,4,7,3,9,8,5,8,8,7,8,1,8,1,1,8,8,1,4,2,1,1,295,541,3,2,702
3674,2.71620929,2,2,591,4,715,1,3,5,7,6,3,1,8,6,2,3,5,3,4,7,8,7,1,8,9,9,7,8,2,2,6,2,8,5,2,8,1,3,9,1,2,1,253,481,1,2,687
3675,2.214402957,2,2,680,2,886,1,1,5,7,1,5,1,7,6,4,6,2,3,6,2,4,9,3,1,6,4,4,4,8,5,7,6,2,1,6,2,5,7,8,1,2,1,556,448,4,1,605
3676,2.500421588,1,2,465,2,436,1,4,1,1,9,5,1,6,6,4,9,6,2,1,5,3,4,8,8,5,6,3,3,8,8,5,9,4,6,3,9,3,7,8,1,2,2,596,747,5,1,1274
3677,1.332844786,2,2,576,4,643,2,1,4,9,3,4,1,7,5,2,6,1,8,7,3,6,9,7,3,5,3,1,3,6,3,5,6,9,5,6,7,5,3,8,2,1,1,414,438,1,2,1068
3678,2.34694561,1,2,664,4,397,1,3,5,7,7,5,1,7,8,8,8,3,7,7,6,9,1,6,3,7,8,2,3,6,7,4,9,2,3,7,4,3,9,4,1,1,1,1403,586,1,2,648
3679,2.626178823,1,1,473,3,506,1,3,1,1,7,1,1,9,6,1,7,1,6,5,6,6,2,1,9,8,6,3,7,2,7,6,4,4,3,8,3,2,1,7,1,2,2,319,628,2,1,1257
3680,3.721360596,2,2,669,4,875,1,3,5,6,3,2,1,2,3,4,4,4,9,3,5,2,9,3,3,6,1,5,5,4,3,6,3,9,6,1,8,8,4,2,2,2,2,1368,540,3,1,711
3681,2.153312565,1,2,551,3,827,2,4,3,1,9,2,2,3,9,5,6,9,7,3,7,4,8,5,1,6,3,2,6,6,2,6,1,6,8,2,9,4,4,1,1,2,2,1459,360,3,2,524
3682,2.911060683,1,2,483,2,764,1,5,1,9,4,2,2,9,1,3,7,7,8,2,2,2,9,4,9,4,1,3,7,4,1,7,2,1,3,1,2,7,1,2,2,2,2,122,547,5,2,1087
3683,3.226468763,2,2,483,3,680,1,3,5,3,7,7,1,2,6,5,9,9,4,2,7,5,2,7,2,9,6,5,8,8,1,1,7,7,9,1,7,7,1,5,1,2,2,720,617,1,2,707
3684,2.90407747,1,1,684,2,711,2,5,5,1,1,6,1,1,2,2,5,8,4,3,5,3,9,1,5,9,5,8,4,3,2,9,5,2,8,9,9,9,6,7,1,1,1,391,403,3,1,499
3685,3.893022642,2,1,779,4,741,1,5,1,4,4,6,2,7,7,7,9,3,7,8,3,3,6,3,6,6,4,4,9,7,8,8,6,5,4,3,5,7,2,9,1,2,1,888,803,5,1,1352
3686,2.143226679,2,2,574,3,745,2,4,2,1,4,8,1,2,7,2,6,7,9,9,9,9,3,2,1,5,7,2,8,6,3,9,5,5,3,7,7,5,5,5,2,1,2,205,582,3,2,1004
3687,1.708965245,1,2,677,2,826,1,1,3,4,5,1,1,6,7,7,5,3,6,7,2,7,9,9,5,8,7,4,5,3,3,5,7,8,9,2,6,6,2,5,1,1,2,845,577,3,2,1146
3688,2.855418621,1,1,719,2,710,2,2,4,2,6,8,2,4,1,9,1,3,7,6,9,3,3,5,5,4,4,6,7,3,7,2,7,4,4,5,4,6,1,3,2,1,1,940,347,5,1,958
3689,1.950867182,1,2,637,2,326,2,1,5,2,3,7,2,5,7,7,4,8,8,1,4,1,2,9,4,1,9,2,1,5,1,8,7,9,9,2,6,8,1,6,1,2,1,1169,900,1,1,901
3690,2.896500625,2,1,623,3,887,1,5,3,9,6,5,1,8,2,5,5,8,8,2,6,1,7,4,5,5,4,7,5,6,4,3,4,8,7,5,5,1,4,3,2,2,1,1150,318,4,1,746
3691,3.631240678,2,1,737,3,734,1,1,2,7,5,5,1,6,6,9,9,8,9,6,4,2,3,4,1,9,8,6,6,2,3,2,9,7,6,3,4,9,7,9,1,1,2,658,452,4,2,833
3692,2.237652722,2,1,775,2,626,2,5,2,6,8,6,2,8,7,2,9,4,3,8,4,7,6,7,7,3,9,9,5,5,5,2,3,7,9,4,8,8,1,2,2,1,1,742,889,3,1,929
3693,1.137650392,2,2,582,3,817,1,2,3,4,5,3,2,1,8,1,9,3,4,3,4,5,8,6,3,6,6,9,2,9,1,3,8,1,4,4,5,7,2,2,2,2,2,1232,802,2,1,802
3694,1.980367854,2,1,470,3,426,2,5,3,2,3,8,2,7,1,9,7,2,6,7,3,9,2,8,9,2,1,7,3,4,2,1,6,4,7,2,5,8,3,9,2,1,1,1290,417,5,2,571
3695,1.198986278,2,1,589,2,357,1,3,1,6,4,6,2,3,9,6,2,6,6,7,2,2,8,4,5,8,7,4,9,6,6,8,1,3,5,7,5,1,7,5,1,2,1,1456,361,5,1,798
3696,1.178927441,1,1,616,2,765,2,5,4,5,3,4,2,4,2,4,2,2,3,1,4,2,3,8,6,2,7,8,1,9,2,8,2,4,2,5,8,3,4,4,1,2,2,798,661,5,1,832
3697,1.033284116,1,2,736,2,406,2,1,2,3,1,2,1,8,7,7,7,7,6,6,1,1,7,2,3,3,9,3,3,1,4,7,9,5,6,6,7,8,9,7,1,2,2,264,334,1,2,1106
3698,2.9367498,2,1,627,2,408,1,5,5,3,9,7,1,4,7,9,6,8,8,7,8,3,1,5,7,6,1,5,9,7,3,8,5,2,7,5,4,9,1,6,2,2,1,594,255,2,1,1157
3699,3.535678204,2,2,716,3,372,1,2,1,9,9,2,2,6,2,6,1,8,2,1,4,6,7,7,2,5,5,5,7,2,8,6,7,3,3,5,7,5,3,1,1,2,1,865,636,1,1,1111
3700,3.733602307,1,2,424,4,486,1,4,2,6,4,6,1,6,3,3,4,7,5,1,3,8,9,8,2,4,6,2,6,1,1,2,2,8,2,5,7,9,9,2,1,2,2,707,341,1,1,1383
3701,2.203688155,2,2,601,3,445,2,2,3,1,5,2,1,9,6,6,8,4,1,1,3,3,3,6,5,8,7,5,5,1,1,3,9,7,8,9,7,8,2,5,1,1,2,623,525,3,2,717
3702,1.745886767,1,2,792,2,789,2,5,2,3,8,1,2,4,1,2,2,7,4,2,3,3,8,1,4,9,3,4,9,4,7,4,5,2,6,6,1,1,2,2,2,2,1,439,716,3,2,989
3703,3.025989065,1,1,445,2,609,1,1,4,4,5,3,1,6,5,1,5,7,8,1,4,3,7,2,3,6,8,4,6,6,5,9,1,2,7,8,5,2,1,5,1,2,2,1418,291,5,2,843
3704,2.778107462,2,2,646,2,354,2,1,1,2,9,8,1,4,2,5,9,5,5,8,3,6,5,4,6,5,6,2,7,7,9,9,3,2,3,7,8,6,4,2,2,2,2,748,710,4,2,934
3705,1.497777011,2,1,593,4,692,1,4,2,9,4,5,2,1,9,2,7,3,1,8,1,2,4,4,6,7,2,4,3,5,4,3,9,2,9,9,7,4,8,5,1,2,2,1126,862,3,2,943
3706,1.690937989,1,1,572,2,721,1,2,1,9,2,8,2,3,3,9,1,9,7,4,1,6,5,2,3,5,2,3,4,5,2,1,6,8,3,6,8,8,4,2,2,1,1,241,498,1,1,579
3707,1.32546235,1,1,575,3,781,1,1,2,3,7,1,2,5,5,8,8,5,6,9,1,2,9,4,5,5,1,7,5,5,4,6,6,5,4,6,5,7,9,8,2,1,2,1497,261,4,2,1025
3708,3.265632776,1,2,507,3,798,2,3,4,4,3,5,2,2,1,8,9,7,4,3,8,4,7,3,9,1,6,2,1,4,7,1,3,7,2,6,8,2,5,7,1,2,2,659,431,4,2,744
3709,3.093838309,2,2,586,4,797,1,4,5,9,2,4,1,6,8,6,3,4,1,6,4,1,6,1,3,8,4,6,8,6,1,7,7,6,7,4,3,8,9,5,2,2,2,712,275,1,1,824
3710,3.752213413,1,1,589,3,487,1,5,2,6,5,4,1,8,6,5,7,4,8,8,8,6,5,9,2,2,4,3,4,3,8,8,5,6,1,8,2,7,8,1,2,2,1,795,281,4,2,661
3711,3.238509293,1,1,558,4,441,1,1,1,8,1,8,2,7,4,1,7,6,7,2,3,8,9,1,9,8,6,1,8,2,6,7,8,3,1,7,7,7,1,6,2,2,1,546,676,5,2,715
3712,1.476346939,2,2,580,3,848,2,2,2,8,8,7,2,9,1,6,8,9,8,5,2,5,9,1,2,5,8,9,5,5,6,2,7,2,6,1,8,4,6,1,1,1,2,1214,520,4,1,681
3713,1.686985981,2,2,785,3,458,1,2,5,3,3,1,1,1,6,9,6,6,1,5,2,3,4,2,8,1,7,3,2,3,2,6,6,3,4,7,1,3,8,3,1,1,1,588,871,3,1,1360
3714,3.241443266,1,2,741,2,565,2,2,5,1,3,8,2,1,2,2,3,8,4,4,4,4,2,4,9,6,8,8,8,9,1,2,2,9,3,5,3,5,6,5,1,1,2,905,629,5,1,1151
3715,2.359967149,1,1,629,2,371,2,3,4,6,7,4,1,3,5,9,9,9,7,6,4,1,4,6,6,6,7,7,4,2,6,5,4,7,1,2,8,6,4,1,2,1,1,1318,393,5,1,884
3716,3.454650931,2,1,495,3,632,2,2,5,3,1,7,2,4,4,7,2,9,7,3,1,4,4,5,7,3,1,9,4,9,6,2,3,5,4,7,3,2,9,2,1,1,2,376,495,4,2,482
3717,1.340180626,2,1,458,2,373,2,4,1,7,2,8,2,4,7,8,6,7,9,3,3,2,8,9,2,2,6,9,7,7,5,9,2,4,3,1,1,7,3,3,1,2,2,565,473,3,2,772
3718,2.028511341,2,2,452,3,738,1,5,3,3,7,5,1,6,3,6,6,7,4,7,1,1,4,5,2,7,9,9,3,3,5,3,7,3,6,1,7,3,5,3,2,1,1,739,431,3,2,504
3719,2.573765848,1,2,764,3,369,1,4,5,6,8,8,1,9,7,8,8,6,2,9,6,3,9,1,6,3,9,5,3,7,1,5,8,2,4,3,1,1,4,2,2,2,2,1419,832,3,2,624
3720,3.257587074,2,2,644,4,469,2,3,1,7,7,8,1,5,6,6,9,4,6,3,6,4,3,7,9,9,4,3,1,4,6,8,8,3,9,3,7,7,9,3,2,2,2,1241,447,4,2,1084
3721,2.360696353,2,1,606,4,626,1,5,5,6,4,5,2,5,9,5,3,2,7,9,2,1,5,9,7,7,9,9,1,2,6,3,8,6,2,9,1,7,5,3,2,2,2,119,526,3,2,931
